"NAME","Weight","WeightClass","REACH","SLPM","SAPM","STRA","STRD","TD","TDA","TDD","SUBA"
"Chris Liguori",185,"middleweight",75,0.29,1.44,0.33,0,0,0,0.5,0
"Donnie Liles",170,"welterweight",73,2.25,1.75,0.41,0.65,2.5,0.28,0,1.2
"Jae Suk Lim",170,"welterweight",73,2.43,4.05,0.5,0.37,12.16,1,1,0
"Hyun Gyu Lim",170,"welterweight",77,4.45,5.07,0.41,0.51,0.23,1,0.73,0.2
"Juliana Lima",115,"strawweight",65,1.94,2.11,0.44,0.55,1.72,0.31,0.7,0
"Dhiego Lima",170,"welterweight",75,3.14,3.93,0.38,0.59,1.38,0.42,0.73,0.7
"Douglas Lima",170,"welterweight",73,1.92,2.84,0.36,0.6,0.6,1,0.46,0
"Mabelly Lima",135,"bantamweight",69,3.07,5.67,0.63,0.44,0,0,1,0
"Matt Lindland",185,"middleweight",74,2.62,1.56,0.5,0.52,3.01,0.48,0.6,1.3
"Jake Lindsey",155,"lightweight",72,3.44,4.01,0.52,0.46,0.65,0.33,0.5,0
"John Lineker",135,"bantamweight",67,5.36,4.27,0.4,0.56,0.56,0.58,0.67,0.6
"Austin Lingo",145,"featherweight",70,3.57,3.17,0.44,0.62,1,0.66,0.76,0
"Lucio Linhares",185,"middleweight",75,0.99,3.47,0.22,0.34,1.86,0.5,0.5,1.9
"Philipe Lins",240,"heavyweight",78,2.66,3.68,0.4,0.49,0,0,0,0
"Ariane Lipski",125,"flyweight",67,3.03,4.45,0.32,0.48,0.27,0.25,0.45,0.5
"Dean Lister",185,"middleweight",75,1.26,1.89,0.35,0.61,1.58,0.15,0.5,1.1
"Wesley Little",205,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Abner Lloveras",155,"lightweight",72,6.27,6.87,0.49,0.43,2,0.2,0,0
"Brian Lo-A-Njoe",155,"lightweight",72,3.87,0,0.42,0,0,0,0.66,0
"John Lober",199,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Artem Lobov",145,"featherweight",65,3.52,4.82,0.41,0.5,0.39,0.25,0.52,0
"Dylan Lockard",145,"featherweight",72,1.31,3.31,0.53,0.52,2.31,0.4,0.28,1.2
"Sean Loeffler",185,"middleweight",75,0,0,0,0,0,0,0,0
"Christian Lohsen",155,"lightweight",77,5.27,6.93,0.49,0.44,0,0,0,2
"David Loiseau",185,"middleweight",76,1.59,3.64,0.44,0.43,0.43,0.42,0.36,0.1
"Hector Lombard",185,"middleweight",71,3.02,3.35,0.46,0.53,1.69,0.48,0.77,0.5
"Michael Lombardo",170,"welterweight",72,1.47,2.63,0.62,0.31,2.5,0.21,0.6,0
"Rocky Long",145,"featherweight",70,0,0,0,0,0,0,0,0
"Thomas Longacre",145,"featherweight",70,0,0,0,0,0,0,0,0
"Loma Lookboonmee",115,"strawweight",61,5.16,3.09,0.55,0.59,0.67,0.25,0.72,0
"Lucas Lopes",185,"middleweight",75,0,0,0,0,0,0,0,0
"Dileno Lopes",135,"bantamweight",69,2.37,3.33,0.36,0.53,2.5,0.31,1,1.5
"Ivan Lopez",135,"bantamweight",69,0.9,2.24,0.26,0.65,0,0,0.3,0
"Steve Lopez",155,"lightweight",72,1.39,2.69,0.24,0.62,0,0,0.37,0
"Federico Lopez",139,"featherweight",70,1.78,5.35,0.23,0.3,0,0,0,0
"Jorge Lopez",170,"welterweight",73,2.47,2.57,0.59,0.5,3.5,0.41,0.81,0
"Christopher Lopez",170,"welterweight",73,0,0,0,0,0,0,0,0
"Matthew Lopez",135,"bantamweight",69,3.13,3.73,0.5,0.55,3.32,0.6,0.71,1.3
"Benito Lopez",135,"bantamweight",73,4.49,4.8,0.44,0.58,0,0,0.78,0.3
"Gustavo Lopez",135,"bantamweight",67,2.26,5.08,0.4,0.46,1.69,0.66,0.27,0.8
"Brendan Loughnane",145,"featherweight",70,6.23,6.7,0.63,0.53,1.5,0.3,0.92,0
"Nate Loughran",185,"middleweight",75,1.81,4.11,0.4,0.59,0,0,0,2.1
"Rashard Lovelace",155,"lightweight",72,0,0,0,0,0,0,0,0
"Ian Loveland",145,"featherweight",70,2.71,2.36,0.4,0.64,1,0.37,0.69,0.3
"Jakob Lovstad",205,"lightheavyweight",76,0,9.43,0,0.35,0,0,0,0
"Waylon Lowe",145,"featherweight",70,1.88,2.4,0.55,0.53,4.47,0.55,0.83,0.3
"Brandon Lowe",155,"lightweight",72,0,0,0,0,0,0,0,0
"Joe Lowry",155,"lightweight",73,3.97,4.25,0.34,0.63,0,0,0,0
"Robert Lucarelli",245,"heavyweight",77,0,0,0,0,0,0,0,0
"Matt Lucas",205,"lightheavyweight",76,1.27,3.93,0.48,0.4,1,0.1,0,0
"Cleber Luciano",155,"lightweight",72,0,0,0,0,0,0,0,0
"Duane Ludwig",170,"welterweight",70,4.62,3.05,0.44,0.57,0.43,0.25,0.59,0.1
"Mike Lullo",145,"featherweight",70,2.48,4.84,0.36,0.4,1.18,0.11,0,0.6
"Dalcha Lungiambula",185,"middleweight",76,1.85,2.27,0.5,0.43,2.07,0.5,0.75,0
"Alexandru Lungu",385,"heavyweight",77,3.61,7.22,0.66,0.4,0,0,0,0
"Vicente Luque",170,"welterweight",75,5.72,5.82,0.53,0.52,0.68,0.5,0.64,0.8
"Thaddeus Luster",210,"heavyweight",77,0,0,0,0,0,0,0,0
"Travis Lutter",185,"middleweight",75,0.41,2.42,0.32,0.42,1.95,0.24,0.3,0.7
"Tucker Lutz",155,"lightweight",72,4.33,2.8,0.49,0.47,2,0.57,0.81,0.5
"Lv Zhenhong",145,"featherweight",67,0,0,0,0,0,0,0,0
"Stevie Lynch",170,"welterweight",73,2.47,7.06,0.25,0.41,0,0,0,0
"Adam Lynn",155,"lightweight",72,1.47,6.95,0.63,0.1,0,0,0.5,0
"Chris Lytle",170,"welterweight",68,3.76,3.03,0.45,0.58,0.7,0.55,0.55,2.4
"Dong Hyun Ma",155,"lightweight",70,2.84,4.1,0.41,0.54,1.27,0.53,0.33,0
"William Macario",170,"welterweight",75,4.92,3.96,0.54,0.65,1.85,0.45,0.78,0
"Jason MacDonald",185,"middleweight",80,1.55,2.7,0.52,0.46,1.43,0.16,0.35,2
"Rob MacDonald",205,"lightheavyweight",78,1.8,2.04,0.5,0.46,7.19,0.8,0.8,5.4
"Rory MacDonald",170,"welterweight",76,3.75,2.8,0.42,0.62,1.77,0.47,0.88,0.4
"Ryan MacDonald",135,"bantamweight",71,2.28,6.49,0.29,0.45,0,0,0,0
"Veronica Macedo",125,"flyweight",64,3.13,5.06,0.39,0.43,0.57,0.18,0.46,0.6
"Clayton MacFarlane",170,"welterweight",73,1.33,1.82,0.52,0.55,1.05,0.33,0.37,0
"Ilima Macfarlane",125,"flyweight",67,4.13,2.93,0.43,0.65,0,0,0.5,1
"Lyoto Machida",185,"middleweight",74,2.59,1.57,0.53,0.61,1.21,0.65,0.75,0.4
"War Machine",170,"welterweight",73,2.32,3.17,0.6,0.43,1.16,0.5,0.4,0
"Anthony Macias",185,"middleweight",75,0,0,0,0,0,0,0,0
"Pauline Macias",115,"strawweight",64,0.8,4.6,0.29,0.42,2,0.18,0,0
"Reza Madadi",155,"lightweight",73,2.51,3.31,0.46,0.66,3.17,0.33,0.89,0.5
"Don Madge",155,"lightweight",72,2.08,0.74,0.52,0.67,2.22,0.25,0.8,0.7
"Ryan Madigan",170,"welterweight",73,0,3.35,0,0.47,0,0,0,0
"Jon Madsen",240,"heavyweight",72,2.46,1.18,0.41,0.81,1.32,0.71,0.7,0
"Mark Madsen",155,"lightweight",72,2.28,2.53,0.42,0.46,8.33,0.64,0,0
"Yoshiro Maeda",139,"featherweight",68,2.36,2.55,0.33,0.63,2.93,0.51,0.5,0.7
"Leonardo Mafra",155,"lightweight",70,4.55,4.38,0.48,0.43,2.12,0.83,0.69,0.4
"Vinny Magalhaes",205,"lightheavyweight",75,2.14,3.97,0.24,0.68,1.55,0.44,0.66,0.8
"Vinicius Magalhaes",145,"featherweight",70,0,0,0,0,0,0,0,0
"Caio Magalhaes",185,"middleweight",73,2.27,2.78,0.4,0.56,1.05,0.15,0.58,1.6
"Bernardo Magalhaes",155,"lightweight",72,1.8,3.37,0.27,0.68,0,0,0,0.5
"Brandon Magana",170,"welterweight",73,0,0,0,0,0,0,0,0
"Angela Magana",115,"strawweight",65,1.53,4.92,0.28,0.42,0.4,0.25,0.28,0.4
"Neil Magny",170,"welterweight",80,3.67,2.05,0.47,0.56,2.46,0.45,0.57,0.3
"Ibragim Magomedov",250,"heavyweight",77,0.26,3.86,0.04,0.42,0,0,0,0
"Rashid Magomedov",155,"lightweight",70,4.4,3.05,0.49,0.54,0.67,0.57,0.89,0.2
"Ruslan Magomedov",242,"heavyweight",78,4.02,1.47,0.47,0.66,0.33,1,0.88,0
"Zabit Magomedsharipov",145,"featherweight",73,4.89,3,0.48,0.64,5.22,0.56,0.77,0.8
"John Maguire",155,"lightweight",69,1.41,2.44,0.41,0.65,2.8,0.46,0.77,1.1
"Michelle Maher",145,"featherweight",70,0,0,0,0,0,0,0,0
"Bill Mahood",200,"lightheavyweight",76,1.54,3.59,0.85,0.17,0,0,0,3.9
"Klayton Mai",125,"flyweight",67,1.53,1.02,0.42,0.63,3.83,1,0,7.7
"Demian Maia",170,"welterweight",72,1.82,2.03,0.43,0.63,2.55,0.26,0.61,1
"Jennifer Maia",125,"flyweight",64,3.34,3.52,0.39,0.52,0.34,0.5,0.56,0.2
"Levan Makashvili",145,"featherweight",68,2.87,2.07,0.54,0.61,3.67,0.42,0.85,0
"John Makdessi",155,"lightweight",68,5.36,3.76,0.51,0.7,0,0,0.88,0
"Islam Makhachev",155,"lightweight",70,2,0.77,0.56,0.7,3.46,0.68,0.93,1
"Aliev Makhmud",195,"lightheavyweight",76,1.12,2.24,0.3,0.36,2.1,0.5,0,0
"Zach Makovsky",125,"flyweight",64,1.94,2.24,0.43,0.62,3.71,0.3,0.56,0.3
"Jeremy Malaterre",155,"lightweight",72,0,0,0,0,0,0,0,0
"Fabio Maldonado",205,"lightheavyweight",75,5.29,4.31,0.58,0.53,0.44,0.57,0.61,0.6
"Marvin Maldonado",135,"bantamweight",69,0.87,3.47,0.56,0.43,0,0,0.2,0
"Bea Malecki",135,"bantamweight",74,6.78,6.14,0.46,0.62,0,0,0.78,1.4
"Nazareno Malegarie",155,"lightweight",72,3.87,3.27,0.34,0.69,1,0.33,0,0
"Carl Malenko",200,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Jacob Malkoun",185,"middleweight",73,0,23.33,0,0.36,0,0,0,0
"Mike Malott",145,"featherweight",70,4.53,4.53,0.36,0.51,2,0.33,0,0
"Troy Mandaloniz",170,"welterweight",73,3.52,4.71,0.56,0.63,3.1,0.66,0.57,0
"Nate Maness",135,"bantamweight",72,2.4,4.63,0.45,0.45,1.33,0.66,0.88,0.7
"Michael Mangan",155,"lightweight",72,1.94,4.52,0.33,0.46,19.35,0.5,1,0
"Gary Mangat",135,"bantamweight",69,0,0,0,0,0,0,0,0
"Melvin Manhoef",185,"middleweight",75,3.52,2.64,0.48,0.51,0.33,0.25,0.78,0
"Melchor Manibusan",154,"lightweight",72,1.58,5.79,0.54,0.15,0,0,0,0
"Jon Manley",170,"welterweight",73,1.13,4.33,0.2,0.45,1,0.07,0.2,0
"Steve Mann",170,"welterweight",73,3.18,0.66,0.7,0.57,1.64,1,0.6,0
"Chris Manuel",135,"bantamweight",69,2.53,2.67,0.4,0.66,1,0.2,1,0
"Jimi Manuwa",205,"lightheavyweight",79,3.43,3.97,0.54,0.49,0.53,0.18,0.7,0.4
"Cristiano Marcello",155,"lightweight",72,2.56,3.61,0.33,0.58,0.44,0.11,0.2,0.9
"Jose Maria",125,"flyweight",67,3.2,3.98,0.53,0.52,2.32,0.27,0.33,2.3
"Marcos Mariano",155,"lightweight",76,0.25,2.11,0.27,0.43,0,0,0.28,0
"Enrique Marin",170,"welterweight",73,1.43,3,0.33,0.5,2.5,0.38,0.6,1
"Ronny Markes",185,"middleweight",75,2.17,2.43,0.53,0.45,3.13,0.4,1,0.5
"Rory Markham",170,"welterweight",71,1.98,10.27,0.21,0.45,0,0,0,0
"Randa Markos",115,"strawweight",63,2.85,3.2,0.41,0.59,1.23,0.28,0.57,0.2
"Christina Marks",125,"flyweight",69,5,3,0.58,0.64,7.5,1,0,0
"Nate Marquardt",185,"middleweight",74,2.71,2.32,0.49,0.55,1.87,0.51,0.7,0.8
"Danilo Marques",205,"lightheavyweight",77,1.81,1.41,0.88,0.5,4.83,0.34,0,1.2
"Julian Marquez",185,"middleweight",72,3.5,2.98,0.4,0.52,0,0,0.53,3.4
"Carmelo Marrero",205,"lightheavyweight",73,0.84,2.04,0.34,0.54,3.21,0.36,0.36,0.9
"John Marsh",265,"heavyweight",77,0.83,2.23,0.42,0.4,0.43,1,0.54,0.4
"Eliot Marshall",205,"lightheavyweight",77,1.93,2.39,0.27,0.67,0.47,0.33,0.79,0.9
"Doug Marshall",205,"lightheavyweight",76,6.99,4.02,0.46,0.6,0,0,0.66,2.4
"David Marshall",170,"welterweight",73,0,0,0,0,0,0,0,0
"Jack Marshman",185,"middleweight",73,2.74,4.19,0.25,0.56,0,0,0.2,0
"Terry Martin",185,"middleweight",71,2.82,3.13,0.43,0.54,3.1,0.42,0.92,0
"Justin Martin",185,"middleweight",75,0,0,0,0,0,0,0,0
"Dave Martin",205,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Joe Martin",170,"welterweight",73,0.73,2.4,0.4,0.45,0,0,0.16,0
"Anthony Rocco Martin",170,"welterweight",73,2.68,2.59,0.37,0.58,0.71,0.27,0.68,1
"Mallory Martin",115,"strawweight",63,3.99,5.53,0.59,0.58,3.37,0.63,0.25,0.5
"Michal Martinek",230,"heavyweight",77,2.45,4.29,0.53,0.51,0,0,0,0
"Rainy Martinez",199,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Danny Martinez",125,"flyweight",67,2.73,3.77,0.28,0.63,3,0.45,0.36,0
"Alonzo Martinez",155,"lightweight",72,3.07,7.33,0.27,0.52,0,0,0,0
"Henry Martinez",155,"lightweight",69,2.79,4.01,0.25,0.6,0,0,0.8,0
"Jonathan Martinez",145,"featherweight",70,4.34,3.61,0.46,0.58,0.53,0.37,0.61,0
"Poppies Martinez",145,"featherweight",70,2.88,2.16,0.5,0.51,1.54,0.33,0.5,9.2
"Andrew Martinez",215,"heavyweight",77,3.4,2.3,0.31,0.47,1.5,0.5,0,0
"Mana Martinez",135,"bantamweight",70,2.11,1.27,0.62,0.5,0,0,0,6.3
"Victor Martinez",155,"lightweight",72,0,0,0,0,0,0,0,0
"Roque Martinez",250,"heavyweight",72,2.67,4.68,0.51,0.59,0.62,0.5,0.16,0
"Wagner da Conceicao Martins",390,"heavyweight",77,1.91,5.43,0.37,0.42,2.2,1,1,0
"Adriano Martins",155,"lightweight",72,1.8,2.14,0.38,0.65,0.83,0.8,0.81,0.4
"Lucas Martins",145,"featherweight",72,2.87,4.14,0.35,0.6,0,0,0.76,0.5
"Max Martyniouk",155,"lightweight",72,0,0,0,0,0,0,0,0
"Bristol Marunde",170,"welterweight",75,1.42,4.4,0.21,0.47,1.6,0.33,0.14,0
"Shoji Maruyama",139,"featherweight",70,1.4,0.27,0.63,0.55,0,0,0.54,0
"Mike Massenzio",185,"middleweight",73,2.08,3.59,0.45,0.54,2.74,0.24,0.5,1.4
"Jameel Massouh",145,"featherweight",72,1.91,2.62,0.54,0.55,0.67,0.15,0.5,0.7
"Tiffany Masters",115,"strawweight",65,3.53,2.58,0.62,0.5,3.06,0.6,0,0
"Jorge Masvidal",170,"welterweight",74,4.2,3,0.47,0.65,1.57,0.59,0.77,0.4
"Al Matavao",205,"lightheavyweight",67,7.84,6.7,0.46,0.58,0,0,0,0
"Tateki Matsuda",125,"flyweight",67,3.2,3.43,0.34,0.69,0,0,0.16,0
"Daijiro Matsui",200,"lightheavyweight",76,0.84,1.69,0.45,0.55,1.83,0.3,0.43,0.4
"Koichiro Matsumoto",145,"featherweight",70,1.9,3.5,0.26,0.31,0,0,0,0
"Naoki Matsushita",155,"lightweight",72,3.3,2.2,0.32,0.63,1.5,1,0,0
"AJ Matthews",185,"middleweight",75,5.11,4.96,0.52,0.51,0,0,1,0
"Jake Matthews",170,"welterweight",73,3.03,2.16,0.44,0.61,1.93,0.41,0.66,0.6
"Claudio Mattos",185,"middleweight",75,0,3.53,0,0,0,0,0,0
"John Matua",400,"heavyweight",77,0,0,0,0,0,0,0,0
"Vladimir Matyushenko",205,"lightheavyweight",74,1.9,1.62,0.44,0.59,3.25,0.46,0.7,0.1
"Miranda Maverick",125,"flyweight",65,9.8,6,0.51,0.62,0,0,0,0
"Nick Maximov",220,"heavyweight",76,2.47,0.33,0.58,0.58,2,0.4,0,0
"Elaina Maxwell",145,"featherweight",70,2.07,2.4,0.6,0.53,0,0,0.5,1
"Jeremy May",185,"middleweight",75,0,0,0,0,0,0,0,0
"Jack May",255,"heavyweight",77,1.52,3.29,0.38,0.33,0.91,0.33,0.2,0
"Don'Tale Mayes",260,"heavyweight",81,4.13,4.46,0.45,0.43,0.23,0.2,0.59,0
"Gray Maynard",155,"lightweight",70,1.92,2.64,0.32,0.66,2.91,0.47,0.81,0.7
"Brooke Mayo",125,"flyweight",67,1.92,3.2,0.34,0.63,3.2,0.6,0,2.1
"Gina Mazany",125,"flyweight",68,3.45,3.07,0.47,0.51,4.41,0.63,0.33,0.3
"Sabina Mazo",135,"bantamweight",70,6.56,3.91,0.44,0.6,0.81,0.8,0.66,0.2
"Scott McAfee",155,"lightweight",72,0,1.33,0,0.5,0,0,0,0
"Michael McBride",155,"lightweight",72,4.08,5.85,0.48,0.4,1.85,0.42,0.3,1.2
"Ian McCall",125,"flyweight",64,3.59,3.25,0.39,0.67,2.08,0.3,0.88,0
"Molly McCann",125,"flyweight",62,5.15,4.28,0.5,0.65,1.64,0.29,0.28,0.7
"Charles McCarthy",185,"middleweight",71,0.18,4.03,0.12,0.56,2.67,0.6,0,2.7
"Sean McCorkle",265,"heavyweight",81,0.85,2.48,0.44,0.52,2.12,0.4,0.33,4.2
"Kris McCray",170,"welterweight",76,2.69,2.57,0.45,0.54,2.88,0.55,0.38,0
"Tamdan McCrory",185,"middleweight",76,2.07,1.6,0.49,0.46,2.28,0.5,0.33,2.5
"Rob McCullough",155,"lightweight",69,2.47,2.84,0.36,0.59,0.46,1,0.68,0
"Justin McCully",225,"heavyweight",73,1.58,2.02,0.37,0.46,1.28,0.44,0.43,0
"Robert McDaniel",185,"middleweight",75,1.64,1.98,0.44,0.56,0.93,0.5,0.5,1.4
"Michael McDonald",205,"lightheavyweight",76,0,0.4,0,0.5,0,0,0,0
"Michael McDonald",135,"bantamweight",70,2.69,2.76,0.42,0.57,1.09,0.66,0.52,1.4
"Josh McDonald",185,"middleweight",75,0.8,3.4,0.57,0.33,9,0.5,0,0
"Miles McDonald",115,"strawweight",64,5.1,4,0.45,0.43,0,0,1,1
"Justin McElfresh",205,"lightheavyweight",76,4.59,12.79,0.26,0.41,0,0,0,0
"Drew McFedries",185,"middleweight",72,5.13,4.56,0.51,0.52,1.42,1,0.56,0.7
"Liam McGeary",205,"lightheavyweight",76,1.28,1.92,0.48,0.5,0.51,1,0,2.5
"Gan McGee",265,"heavyweight",77,2.2,2.31,0.29,0.59,0.65,0.25,0.83,0
"Court McGee",170,"welterweight",75,4.9,3.94,0.36,0.61,1.6,0.21,0.63,0.4
"Ryan McGillivray",170,"welterweight",73,1.27,2.2,0.2,0.52,0,0,0.44,0
"Ryan McGivern",185,"middleweight",75,2.22,2.22,0.29,0.57,0,0,0,0
"Conor McGregor",155,"lightweight",74,5.32,4.54,0.49,0.54,0.7,0.55,0.67,0
"Greg McIntyre",155,"lightweight",72,0.79,1.36,0.3,0.41,5.09,0.5,0,0
"Antonio McKee",155,"lightweight",72,1.37,0.74,0.45,0.74,1.47,0.33,0.57,0
"AJ McKee",145,"featherweight",70,2.75,0.92,0.32,0.8,11.01,1,1,11
"Rhys McKee",170,"welterweight",78,6.83,11.9,0.53,0.43,0,0,0.2,0
"Cory McKenna",115,"strawweight",58,3.47,3.03,0.44,0.45,0.5,0.5,0.71,0
"Tim McKenzie",185,"middleweight",74,1.37,2.96,0.54,0.44,0,0,0.28,2.1
"Cody McKenzie",155,"lightweight",72,1.74,2.5,0.34,0.67,2.5,0.25,0.14,2.5
"Terrance McKinney",145,"featherweight",74,1.17,0.59,0.5,0.66,4.4,0.33,0,0
"Brian McLaughlin",155,"lightweight",72,0,0,0,0,0,0,0,0
"Jason McLean",145,"featherweight",70,0,0,0,0,0,0,0,0
"Garreth McLellan",185,"middleweight",72,3.56,2.94,0.54,0.45,1.15,0.22,0.34,0.9
"Sara McMann",135,"bantamweight",66,2.32,1.94,0.45,0.48,4.41,0.65,0.5,0.5
"James McSweeney",230,"heavyweight",77,3.94,4.33,0.55,0.42,0.52,0.33,1,1.1
"Daniel McWilliams",185,"middleweight",75,3.36,0,0.77,0,0,0,1,21.6
"Tim Means",170,"welterweight",75,5.16,3.58,0.48,0.61,0.92,0.41,0.64,0.2
"Yancy Medeiros",155,"lightweight",75,4.05,5.38,0.35,0.46,0.12,0.25,0.76,0.5
"Anistavio Medeiros",145,"featherweight",70,3.64,5,0.44,0.47,0,0,0,0
"Kaline Medeiros",115,"strawweight",64,2.06,0.29,0.7,0.83,4.41,1,0,4.4
"Uros Medic",155,"lightweight",71,19.91,0.52,0.77,0.86,0,0,1,0
"Todd Medina",193,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Jason Medina",180,"middleweight",75,0,0,0,0,0,0,0,0
"Emil Meek",170,"welterweight",74,2.52,2.53,0.39,0.38,0.25,0.33,0.47,1
"Sanford Alton Meeks",265,"heavyweight",75,0.71,4.47,0.42,0.38,7.06,0.25,0,0
"Gerald Meerschaert",185,"middleweight",77,3.3,3.61,0.42,0.51,2.33,0.43,0.46,1.7
"Frank Megallon",185,"middleweight",75,1.14,5.32,0.21,0.54,0,0,0,0
"Derrick Mehmen",205,"lightheavyweight",76,1.93,4.53,0.14,0.48,1,0.16,0,0
"Miika Mehmet",205,"lightheavyweight",76,0.33,7.29,0.12,0.24,0,0,0,0
"Jordan Mein",170,"welterweight",73,3.35,2.55,0.44,0.69,1.56,0.58,0.66,0.2
"Bryce Mejia",170,"welterweight",73,3.49,6.98,0.62,0.5,0,0,0,0
"Brian Melancon",170,"welterweight",73,4.18,3.64,0.49,0.64,2.02,1,0.66,0
"Brandon Melendez",155,"lightweight",72,0.84,0.56,0.26,0.63,0,0,0.25,0
"Gilbert Melendez",145,"featherweight",73,3.44,2.53,0.33,0.63,1.64,0.41,0.71,0.2
"Marcelo Mello",170,"welterweight",73,0,0,0,0,0,0,0,0
"Fabio Mello",155,"lightweight",72,0.86,3.94,0.35,0.5,0,0,0,0
"Vanessa Melo",135,"bantamweight",65,3.48,6.13,0.3,0.59,0,0,0.71,0
"Antonio Mendes",205,"lightheavyweight",77,1.34,6.85,0.47,0.22,2.51,0.5,1,0
"Chad Mendes",145,"featherweight",66,2.78,2.35,0.49,0.67,4.13,0.55,1,0.3
"Augusto Mendes",135,"bantamweight",65,2.42,3.91,0.34,0.56,1.75,0.33,0.8,0
"Eddie Mendez",185,"middleweight",75,1.71,3.43,0.33,0.11,0,0,0,0
"Luis Mendoza",155,"lightweight",72,0,0,0,0,0,0,0,0
"Pietro Menga",125,"flyweight",68,0,0,0,0,0,0,0,0
"Alonzo Menifield",205,"lightheavyweight",76,3.34,3.72,0.47,0.45,0,0,0.85,0
"Ivan Menjivar",145,"featherweight",64,2.78,2.76,0.37,0.65,0.56,0.28,0.38,1
"Dave Menne",170,"welterweight",73,1.84,1.99,0.44,0.42,0.46,0.5,0.57,2.5
"Steve Mensing",185,"middleweight",75,0,9.51,0,0.42,0,0,0,0
"Buck Meredith",185,"middleweight",75,0,0,0,0,0,0,0,0
"Adam Meredith",170,"welterweight",73,2.63,2.11,0.5,0.55,7.89,1,1,7.9
"Joe Merritt",170,"welterweight",73,1.53,0.73,0.58,0.66,0,0,0.68,0
"Jeremiah Metcalf",185,"middleweight",75,1.74,0.27,0.59,0.6,4.02,0.66,1,2
"Jonathan Meunier",170,"welterweight",73,3.47,1.43,0.5,0.69,0.58,0.33,0.58,0
"Yaotzin Meza",145,"featherweight",71,1.43,1.62,0.41,0.64,1.06,0.2,0.18,1.4
"Guy Mezger",200,"lightheavyweight",76,2.3,1.36,0.32,0.72,0.39,0.5,0.88,0
"Brandon Michaels",185,"middleweight",75,0,0,0,0,0,0,0,0
"Andreas Michailidis",185,"middleweight",76,4.6,3.6,0.5,0.63,0,0,0,0
"David Michaud",155,"lightweight",72,3.25,4.45,0.43,0.54,2.53,0.58,0.77,0.7
"Chris Mickle",145,"featherweight",70,3.03,9.7,0.27,0.48,0,0,0,0
"Zachary Micklewright",155,"lightweight",74,5.56,4.72,0.53,0.54,0.7,0.12,1,0
"Kristof Midoux",220,"heavyweight",77,0.7,2.89,0.43,0.49,0,0,0,0
"Keith Mielke",185,"middleweight",75,0,0,0,0,0,0,0,0
"Chris Mierzwiak",185,"middleweight",75,1.6,1.73,0.61,0.48,2,0.28,0,1
"Gabriel Miglioli",170,"welterweight",73,0,0,0,0,0,0,0,0
"Bojan Mihajlovic",205,"lightheavyweight",73,1.23,5.95,0.35,0.47,0,0,0.33,0
"Billy Miles",170,"welterweight",73,0,1.25,0,0.33,0,0,0,0
"Pat Miletich",170,"welterweight",73,1.79,1.66,0.45,0.63,1.96,1,0.54,1
"Curtis Millender",170,"welterweight",76,3.86,2.95,0.46,0.61,0.43,1,0.57,0
"Phillip Miller",185,"middleweight",75,1.61,1.93,0.54,0.5,3.62,0.25,1,0.6
"Jason Miller",185,"middleweight",75,1.83,2.3,0.43,0.49,1.31,0.28,0.43,1.3
"Dan Miller",185,"middleweight",74,2.03,3.06,0.36,0.49,1.67,0.54,0.47,1.8
"Jim Miller",155,"lightweight",71,2.73,2.99,0.4,0.59,1.69,0.43,0.46,1.9
"Cole Miller",145,"featherweight",73,3,3.88,0.33,0.59,0.6,0.36,0.38,1.8
"Henry Miller",270,"heavyweight",77,1.25,2.16,0.36,0.54,0.55,0.25,0.6,0
"Micah Miller",145,"featherweight",70,1.33,2.15,0.33,0.54,0.98,0.37,0.21,2
"Aaron Miller",145,"featherweight",70,0,0,0,0,0,0,0,0
"Eddy Millis",185,"middleweight",75,0,3.36,0,0.22,0,0,0,7.2
"Che Mills",170,"welterweight",76,2.08,2.87,0.52,0.43,1.18,0.66,0.58,0
"Adam Milstead",205,"lightheavyweight",76,3.85,4.79,0.46,0.43,0,0,0.64,0
"Alberto Mina",170,"welterweight",77,3.23,3.7,0.38,0.47,1.85,0.2,0.5,0
"Vitaly Minakov",249,"heavyweight",77,0,0,0,0,0,0,0,0
"Darrick Minner",145,"featherweight",69,3.24,1.4,0.7,0.43,3,0.62,0.6,3.6
"Ikuhisa Minowa",181,"middleweight",75,0.88,1.66,0.4,0.49,1.82,0.41,0.05,1.9
"Carlton Minus",170,"welterweight",75,3.5,4.97,0.4,0.5,0,0,0.58,0
"Stipe Miocic",240,"heavyweight",80,4.9,3.75,0.52,0.55,1.92,0.34,0.7,0
"Frank Mir",264,"heavyweight",79,2.18,3.84,0.47,0.38,2.02,0.4,0.54,2
"Juan Miranda",155,"lightweight",72,0,0,0,0,0,0,0,0
"Mario Miranda",185,"middleweight",74,1.96,2.46,0.54,0.36,1.02,0.6,0.54,0
"Vitor Miranda",185,"middleweight",77,2.98,2.95,0.45,0.58,0.95,0.55,0.5,0.2
"Damir Mirenic",185,"middleweight",75,0.84,9.86,0.5,0.35,0,0,0,0
