"NAME","Weight","WeightClass","REACH","SLPM","SAPM","STRA","STRD","TD","TDA","TDD","SUBA"
"Amanda Cooper",115,"strawweight",64,3.55,3.2,0.44,0.51,1.53,0.38,0.28,1.8
"Kit Cope",170,"welterweight",73,1.18,2.12,0.52,0.35,0,0,0.5,3.5
"Chris Cope",170,"welterweight",72,3.96,4.82,0.26,0.5,0,0,0.8,0
"Josh Copeland",265,"heavyweight",77,1.03,3.01,0.31,0.55,0,0,0.57,0
"Michael Cora",170,"welterweight",77,0.8,0.13,0.28,0.66,0,0,0.25,0
"Akira Corassani",145,"featherweight",68,3.25,4.91,0.45,0.5,0.7,0.28,0.86,0
"Muhsin Corbbrey",155,"lightweight",72,2.02,5.41,0.34,0.53,0,0,0.8,0.4
"Daniel Cormier",235,"heavyweight",72,4.25,2.92,0.52,0.54,1.83,0.44,0.8,0.4
"Clint Coronel",155,"lightweight",72,4.93,5.6,0.32,0.66,0,0,0.66,0
"Henry Corrales",145,"featherweight",70,4.12,5.84,0.41,0.55,0,0,0.69,0
"Bethe Correia",135,"bantamweight",64,4.39,4.56,0.44,0.58,0.44,0.2,0.84,0
"Wesley Correira",260,"heavyweight",77,2.6,8.8,0.36,0.4,0,0,0.9,0
"Tracy Cortez",135,"bantamweight",65,3.67,1.98,0.53,0.62,3,0.42,0.85,0
"Chad Corvin",255,"heavyweight",77,0,0,0,0,0,0,0,0
"Louis Cosce",170,"welterweight",71,8.22,9.3,0.48,0.48,1.07,0.11,0,0
"Orion Cosce",170,"welterweight",71,4.56,1.97,0.62,0.56,1.02,1,0.7,0
"Miguel Cosio",205,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Jadson Costa",155,"lightweight",72,0.2,3.05,0.5,0.5,0,0,0,0
"Guilherme Costa",155,"lightweight",72,0,0,0,0,0,0,0,0
"Paulo Costa",185,"middleweight",72,7.03,6.7,0.57,0.5,0,0,0.8,0
"Randy Costa",135,"bantamweight",73,7.88,5.26,0.47,0.58,0,0,1,0
"Oscar Cota",230,"heavyweight",72,0.33,2.47,0.41,0.41,0,0,0.6,1
"Patrick Cote",170,"welterweight",75,2.81,3.21,0.48,0.48,0.68,0.2,0.43,0.2
"JC Cottrell",155,"lightweight",72,0.79,2.75,0.25,0.45,0.79,1,0.5,0
"JR Coughran",145,"featherweight",70,12.29,6.8,0.57,0.45,0,0,0.75,0
"Rashad Coulter",205,"lightheavyweight",76,4.82,6.68,0.56,0.5,0,0,0.62,0
"Dave Courchaine",170,"welterweight",73,0,0,0,0,0,0,0,0
"Randy Couture",205,"lightheavyweight",75,2.85,1.53,0.57,0.59,2.78,0.46,0.58,0.5
"Kim Couture",135,"bantamweight",69,12.12,2.31,0.8,0.69,0,0,0,0
"Ryan Couture",155,"lightweight",73,3.54,2.87,0.45,0.54,1.55,0.29,0.46,1.3
"Nikk Covert",185,"middleweight",75,0,0,0,0,0,0,0,0
"Colby Covington",170,"welterweight",72,4.12,2.86,0.38,0.55,4.61,0.5,0.75,0.1
"Jeff Cox",155,"lightweight",72,0.56,1.69,0.25,0.33,4.23,0.5,0.8,0
"Nathan Coy",170,"welterweight",69,3.88,2.4,0.52,0.61,3.17,0.47,0.5,0
"Andrew Craig",170,"welterweight",76,2.39,3.01,0.4,0.5,0.53,0.37,0.72,0
"Paul Craig",205,"lightheavyweight",76,2.4,2.43,0.49,0.49,2.11,0.26,0.55,1.5
"Dan Cramer",170,"welterweight",73,0.97,2.1,0.3,0.31,0,0,0.66,0.5
"Alberto Crane",155,"lightweight",72,0.43,2.61,0.25,0.57,0,0,0.5,4
"Tim Credeur",185,"middleweight",75,3.59,3.13,0.3,0.57,0.41,1,0.5,3.3
"Paul Creighton",155,"lightweight",72,0.72,4.65,0.75,0.3,5.37,0.37,0,0
"Alexander Crispim",145,"featherweight",70,0,0,0,0,0,0,0,0
"Alex Crispin",155,"lightweight",72,0,0,0,0,0,0,0,0
"Kevin Croom",155,"lightweight",73,1.35,3.22,0.36,0.31,0.97,0.06,0.5,1
"Ken Cross",155,"lightweight",72,2.2,1.4,0.57,0.55,1,0.12,0.66,0
"Jeff Crotty",155,"lightweight",72,0.93,3.33,0.35,0.54,5,0.38,0,1
"Allen Crowder",245,"heavyweight",76,2.95,2.95,0.51,0.56,1.85,0.33,1,1.2
"Daron Cruickshank",155,"lightweight",72,2.88,2.98,0.38,0.57,2.04,0.41,0.6,0.2
"Richard Crunkilton",155,"lightweight",72,1.72,1.45,0.41,0.58,4.08,0.61,0.65,1.3
"Jimmy Crute",205,"lightheavyweight",74,4.36,2.31,0.57,0.54,4.33,0.75,0.6,2.4
"Marcio Cruz",232,"heavyweight",77,2.92,1.51,0.46,0.68,0.53,0.07,0.37,1.6
"Dominick Cruz",135,"bantamweight",68,3.65,2.42,0.32,0.72,2.99,0.46,0.83,0.1
"Aalon Cruz",145,"featherweight",78,7.58,8.88,0.39,0.58,0,0,0,0
"Jay Cucciniello",155,"lightweight",72,0.93,4.73,0.21,0.36,0,0,0.71,0
"Josh Culibao",155,"lightweight",73,2.52,4.3,0.38,0.48,0,0,1,0
"Chris Culley",145,"featherweight",70,0,0,0,0,0,0,0,0
"Abel Cullum",139,"featherweight",70,1.82,1.23,0.4,0.46,4.01,0.52,0,2.8
"Zak Cummings",185,"middleweight",75,2.58,2.83,0.32,0.55,0.68,0.28,0.65,0.7
"Everett Cummings",205,"lightheavyweight",76,0.43,4.34,0.6,0.45,0,0,0,2.2
"Patrick Cummins",205,"lightheavyweight",76,4.26,3.35,0.5,0.55,4.49,0.41,0.28,0.1
"Luke Cummo",170,"welterweight",74,1.74,1.5,0.43,0.59,0.89,0.55,0.42,1.4
"Alton Cunningham",205,"lightheavyweight",77,3.33,4.94,0.75,0.2,1.67,0.1,1,0
"Larry Cureton",240,"heavyweight",77,0,0,0,0,0,0,0,0
"Jeff Curran",135,"bantamweight",69,1.54,2.48,0.31,0.6,0.35,0.12,0.35,1.2
"Kailin Curran",115,"strawweight",65,3.89,4.75,0.43,0.53,2,0.57,0.61,0.6
"Pat Curran",145,"featherweight",70,4.7,4.4,0.58,0.63,2.5,0.62,0.66,0
"Chris Curtis",170,"welterweight",73,7.23,5.34,0.7,0.6,0,0,0,0
"Ion Cutelaba",205,"lightheavyweight",75,5.1,3.37,0.39,0.48,2.41,0.71,0.8,0
"Gleidson Cutis",155,"lightweight",72,2.99,8.28,0.52,0.59,0,0,0,0
"Sarah D'alelio",145,"featherweight",70,2.4,0,0.33,1,0,0,1,0
"Marcos da Matta",145,"featherweight",70,0,0,0,0,0,0,0,0
"Henrique da Silva",205,"lightheavyweight",76,3.89,5.28,0.6,0.4,0.25,0.14,0.22,0.2
"Alex Da Silva",155,"lightweight",73,2.07,2.65,0.46,0.55,2.75,0.43,0.77,0.4
"Henrique Da Silva Lopes",240,"heavyweight",77,0,0,0,0,0,0,0,0
"Nicolas Dalby",170,"welterweight",74,3.2,3.57,0.37,0.55,1.45,0.33,0.63,0
"Paul Daley",170,"welterweight",76,3.14,2.37,0.47,0.6,0.91,0.4,0.64,0
"Dave Dalgliesh",205,"lightheavyweight",76,0,1.85,0,0.5,0,0,0,0
"Richard Dalton",205,"lightheavyweight",76,1.2,3.27,0.69,0.25,1,0.11,0,0
"Aisling Daly",115,"strawweight",64,2.92,1.4,0.52,0.55,2.15,0.41,0.33,0.9
"Marko Damiani",170,"welterweight",73,0,0,0,0,0,0,0,0
"Rodrigo Damm",155,"lightweight",71,3.5,5.61,0.36,0.57,0.44,0.16,0.8,0.3
"Carina Damm",135,"bantamweight",69,0,0,0,0,0,0,0,0
"Cindy Dandois",135,"bantamweight",69,3.13,3.4,0.32,0.58,5,0.55,0,0
"Jarjis Danho",265,"heavyweight",74,3.39,5.77,0.48,0.47,0.57,0.2,1,0
"Raymond Daniels",185,"middleweight",75,0,2.61,0,0.38,0,0,0.33,3
"Marques Daniels",155,"lightweight",72,0,0,0,0,0,0,0,0
"Alexandre Dantas",238,"heavyweight",77,0.21,1.87,0.25,0.6,0,0,0,3.1
"Eduardo Dantas",135,"bantamweight",69,3.33,3,0.6,0.6,4,0.23,1,0
"Mac Danzig",155,"lightweight",70,3.39,3.44,0.48,0.57,1.2,0.37,0.46,0.6
"Karen Darabedyan",155,"lightweight",68,3.43,2.62,0.51,0.67,2.14,0.75,0,0
"Beneil Dariush",155,"lightweight",72,4,2.72,0.49,0.59,2.03,0.32,0.81,1
"Sean Daugherty",175,"middleweight",75,0,0,0,0,0,0,0,0
"Kyle Daukaus",185,"middleweight",76,3.69,2.16,0.59,0.42,2.33,0.41,0.94,1.7
"Chris Daukaus",250,"heavyweight",76,11.78,3.22,0.61,0.65,0,0,1,0
"Brian Davidson",145,"featherweight",70,0,0,0,0,0,0,0,0
"Rick Davis",155,"lightweight",72,3.09,6.19,0.5,0.64,0,0,0,0
"Marcus Davis",170,"welterweight",70,2.72,2.79,0.39,0.65,1.6,0.48,0.47,1.4
"LC Davis",135,"bantamweight",69,2.04,2.1,0.3,0.59,2.27,0.46,0.66,0.2
"Phil Davis",205,"lightheavyweight",79,2.85,1.33,0.34,0.72,2.99,0.38,0.72,0.6
"Lemont Davis",170,"welterweight",73,0.87,1.27,0.54,0.55,1,0.5,0,1
"Justin Davis",205,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Alexis Davis",135,"bantamweight",68,4.18,4.18,0.47,0.55,0.94,0.4,0.34,0.8
"Danny Davis",170,"welterweight",73,0,0,0,0,0,0,0,0
"Brandon Davis",135,"bantamweight",72,4.65,4.33,0.35,0.6,0.71,0.45,0.56,0.1
"Mike Davis",145,"featherweight",72,6.24,6.76,0.53,0.57,1.39,0.33,0.69,0
"Hakeem Dawodu",145,"featherweight",73,5.15,2.31,0.47,0.63,0,0,0.85,0
"Grant Dawson",145,"featherweight",72,3.5,2.13,0.47,0.5,4.17,0.45,0.33,2.1
"Jason Day",185,"middleweight",72,3.61,3.46,0.54,0.47,1.13,1,0,0
"Martin Day",145,"featherweight",73,3.97,3.79,0.45,0.53,0.72,0.6,0.65,0.5
"Angel De Anda",225,"heavyweight",77,5.68,6.32,0.46,0.47,0,0,0,0
"Yorgan De Castro",250,"heavyweight",74,2.61,3.9,0.44,0.55,0,0,0.75,0
"Geraldo de Freitas",135,"bantamweight",72,3.67,2.62,0.52,0.5,3,0.45,0.59,0
"Philip De Fries",250,"heavyweight",79,2.3,3,0.47,0.37,3.29,0.42,1,0.6
"Chris de la Rocha",250,"heavyweight",80,4.08,6.37,0.45,0.43,2.02,0.3,0.33,1
"Montana De La Rosa",125,"flyweight",68,2.85,3.39,0.36,0.45,2.14,0.28,0.57,1.2
"Mark De La Rosa",135,"bantamweight",65,3.13,5,0.35,0.48,0.54,0.13,0.4,0.2
"Mike de la Torre",145,"featherweight",71,3.21,4.75,0.39,0.51,0.36,0.16,0.83,0
"Rodrigo de Lima",155,"lightweight",72,1.29,5.5,0.33,0.32,2.66,0.36,0,1.3
"Edilberto de Oliveira",170,"welterweight",73,4.12,6.79,0.32,0.61,0,0,0,0
"Johil de Oliveira",170,"welterweight",73,0.51,0.73,0.34,0.58,1.1,0.5,0.44,0.6
"Jorge de Oliveira",155,"lightweight",72,1.26,4.84,0.31,0.48,0,0,0.22,0
"Maria De Oliveira Neta",115,"strawweight",64,2.62,11.48,0.42,0.23,0,0,0,0
"Isabela de Padua",125,"flyweight",64,1,2.07,0.35,0.5,2,0.66,0,1
"Gloria de Paula",115,"strawweight",67,4.6,0.8,0.57,0.7,0,0,0.81,2
"Germaine de Randamie",135,"bantamweight",71,2.72,2.14,0.46,0.65,0,0,0.69,0.4
"Crezio de Souza",170,"welterweight",73,0,0,0,0,0,0,0,0
"Tom DeBlass",185,"middleweight",75,1.5,4.43,0.35,0.37,1,0.5,0.28,0.5
"Issac DeJesus",145,"featherweight",70,0,0,0,0,0,0,0,0
"Rafael  Del Real",225,"heavyweight",77,5.58,0,0.4,0,20.93,1,1,0
"Shane del Rosario",250,"heavyweight",77,3.93,2.97,0.6,0.54,1.2,0.4,0.16,2.4
"Humberto DeLeon",135,"bantamweight",69,0,0,0,0,0,0,0,0
"Rolando Delgado",155,"lightweight",77,1.56,1.83,0.4,0.62,1.17,0.22,0,3.5
"Israel Delgado",155,"lightweight",72,0,0,0,0,0,0,0,0
"Ante Delija",245,"heavyweight",77,0,0,0,0,0,0,0,0
"Roland Delorme",135,"bantamweight",71,2.28,4.32,0.44,0.4,2.51,0.34,0.42,1.6
"Jon Delos Reyes",125,"flyweight",67,2.99,4.14,0.38,0.51,3.2,0.83,0.55,1.9
"Jason DeLucia",190,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Justin DeMoney",170,"welterweight",73,0,0,0,0,0,0,0,0
"Vanessa Demopoulos",115,"strawweight",59,1.6,3.13,0.41,0.5,0,0,0,2
"Chris Dempsey",185,"middleweight",72,2.25,2.82,0.32,0.65,2.64,0.23,0.16,0
"Nick Denis",135,"bantamweight",69,6.54,5.42,0.53,0.36,2.8,1,0.8,0
"Thomas Denny",170,"welterweight",73,2.36,4.69,0.45,0.4,1.48,0.17,0.42,1.5
"Robert Densley",155,"lightweight",72,1.81,0.4,0.47,0.6,0,0,0.5,0
"Jason Dent",155,"lightweight",71,2.01,3.7,0.39,0.62,0,0,0.26,1.4
"Mackenzie Dern",115,"strawweight",63,3.74,3.81,0.38,0.61,0.28,0.05,0,2.2
"Booker DeRousse",205,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Tony DeSouza",170,"welterweight",70,1.12,1.57,0.52,0.41,2.25,0.42,0.4,1.5
"Cory Devela",185,"middleweight",75,4.07,4,0.41,0.47,1.07,0.12,0.62,0
"Edwin DeWees",185,"middleweight",75,1.53,6.19,0.33,0.39,2.18,0.66,0,3.3
"Alessio Di Chirico",185,"middleweight",74,3.3,3.24,0.41,0.62,1.62,0.45,0.83,0
"Micol Di Segni",115,"strawweight",60,7.47,5.87,0.4,0.33,0,0,0.37,0
"Cyrille Diabate",205,"lightheavyweight",81,4.06,1.78,0.71,0.6,1.17,0.83,0.53,0.2
"Thomas Diagne",154,"lightweight",72,4.53,4.53,0.48,0.63,2,1,0.66,0
"Marc Diakiese",155,"lightweight",73,3.08,2.79,0.39,0.54,2.16,0.36,0.62,0
"Tyler Diamond",145,"featherweight",69,3.4,2.53,0.47,0.44,3,0.75,0.7,0
"Eldo Xavier Dias",180,"middleweight",75,0,0,0,0,0,0,0,0
"Rafael Dias",145,"featherweight",70,1.13,2.19,0.27,0.6,3.17,0.47,1,1.2
"Hacran Dias",155,"lightweight",69,2.08,3.31,0.41,0.55,2.5,0.39,0.76,0.5
"Nick Diaz",185,"middleweight",76,5.43,3.56,0.42,0.61,1.32,0.33,0.6,1
"Nate Diaz",170,"welterweight",76,4.62,3.78,0.45,0.53,1.19,0.3,0.42,1.4
"Michael Diaz",260,"heavyweight",77,0,0,0,0,0,0,0,0
"Ryan Diaz",145,"featherweight",70,0,0,0,0,0,0,0,0
"Adrian Diaz",145,"featherweight",70,0.48,3.84,0.42,0.51,2.4,0.5,0,0
"Mark Dickman",145,"featherweight",70,0,0,0,0,0,0,0,0
"Josh Diekmann",246,"heavyweight",77,0.28,8.17,0.05,0.25,0,0,0,0
"Kyle Dietz",135,"bantamweight",69,1.82,2.08,0.45,0.62,0,0,0,0
"Seth Dikun",135,"bantamweight",69,1.45,2.18,0.26,0.55,0,0,0.45,0.9
"TJ Dillashaw",125,"flyweight",67,5.37,3.03,0.41,0.65,1.68,0.37,0.86,1
"Ralph Dillon",205,"lightheavyweight",76,0.34,0.69,0.14,0.6,0,0,0,0
"Drew Dimanlig",185,"middleweight",75,3.7,3.17,0.73,0.2,0,0,0,0
"Rodolfo Marques Diniz",135,"bantamweight",69,1.08,2.36,0.32,0.33,0,0,0.5,1.8
"Helio Dipp",185,"middleweight",75,0.6,1.8,0.25,0.62,0,0,0.5,0
"Rico DiSciullo",135,"bantamweight",69,1.71,4.41,0.33,0.56,0,0,0,0
"Matt Dixon",170,"welterweight",75,1.97,4.56,0.43,0.37,3.06,0.3,0,0
"John Dixson",275,"heavyweight",77,0,0,0,0,0,0,0,0
"Anthony Do",125,"flyweight",67,0,0,0,0,0,0,0,0
"Russell Doane",135,"bantamweight",70,1.75,1.68,0.4,0.53,2.11,0.45,0.52,0.8
"Drew Dober",155,"lightweight",70,4.33,3.87,0.4,0.54,0.8,0.17,0.55,0.1
"Shana Dobson",125,"flyweight",69,3.34,5.2,0.37,0.5,0.84,0.5,0.14,0
"David Dodd",200,"lightheavyweight",76,0,0,0,0,0,0,0,0
"John Dodson",135,"bantamweight",66,3.2,3.58,0.4,0.61,0.71,0.28,0.82,0
"Joe Doerksen",185,"middleweight",75,1.43,2.79,0.42,0.5,2.02,0.33,0.33,2.3
"Mike Dolce",185,"middleweight",75,0,0,0,0,0,0,0,0
"Roman Dolidze",205,"lightheavyweight",76,3.64,1.71,0.53,0.67,2.34,0.6,0,2.3
"Cameron Dollar",155,"lightweight",72,5.04,2.94,0.38,0.61,0,0,0,0
"CB Dollaway",185,"middleweight",76,2.65,2.58,0.47,0.54,3.55,0.54,0.62,1.2
"Dennis Dombrow",145,"featherweight",70,0,0,0,0,0,0,0,0
"John Donaldson",145,"featherweight",70,1.21,4.22,0.23,0.51,0,0,0,0
"Cody Donovan",205,"lightheavyweight",74,5.61,5.44,0.59,0.45,1.67,0.28,0,1.7
"Houston Dorr",210,"heavyweight",77,0,0,0,0,0,0,0,0
"Rafael Dos Anjos",155,"lightweight",70,3.49,3.22,0.46,0.61,1.93,0.37,0.58,0.6
"Junior Dos Santos",238,"heavyweight",77,4.49,3.33,0.47,0.56,0.3,0.5,0.81,0.1
"Geronimo dos Santos",264,"heavyweight",77,1.09,8.73,0.33,0.41,0,0,0.33,0
"Antonio Dos Santos",185,"middleweight",75,5.4,3.94,0.51,0.43,0,0,1,0
"Anderson Dos Santos",135,"bantamweight",70,2.66,4.8,0.28,0.55,1.3,0.18,0.66,0.9
"Tiago dos Santos e Silva",145,"featherweight",70,3.69,4.23,0.35,0.59,0.63,0.11,0.33,0.3
"Oleksandr Doskalchuk",125,"flyweight",67,0,0,0,0,0,0,0,0
"David Douglas",155,"lightweight",72,0,0,0,0,0,0,0,0
"Damion Douglas",170,"welterweight",73,0,0,0,0,0,0,0,0
"Jordan Dowdy",170,"welterweight",73,2.11,2.63,0.44,0.5,0,0,0,0
"Danny Downes",155,"lightweight",72,1.66,3.53,0.34,0.37,0,0,0.37,0.5
"Derek Downey",185,"middleweight",75,0.32,3.36,1,0.12,2.4,0.16,0,0
"John Doyle",205,"lightheavyweight",76,3.5,10.51,0.44,0.27,0,0,0,0
"Edson Drago",220,"heavyweight",77,1.16,2.39,0.4,0.36,0,0,0.55,0
"Kyle Driscoll",145,"featherweight",74,2.73,2.6,0.32,0.58,2,0.18,0,0
"Chris Drumm",145,"featherweight",70,0,0,0,0,0,0,0,0
"Tomasz Drwal",205,"lightheavyweight",76,3.29,2.26,0.38,0.57,3.55,0.6,0.82,0.4
"Robert Drysdale",205,"lightheavyweight",76,0,0,0,0,7.32,1,0,21.9
"Dricus Du Plessis",185,"middleweight",76,7.72,4.16,0.44,0.67,0,0,0,0
"Hugo Duarte",240,"heavyweight",77,0,0,0,0,0,0,0,0
"Antonio Duarte",135,"bantamweight",69,4.55,4.18,0.4,0.57,0,0,0.6,0
"Joe Duarte",155,"lightweight",72,2.27,4,0.38,0.53,3,0.5,0.69,1
"Milana Dudieva",135,"bantamweight",69,0.87,3.43,0.31,0.58,2.34,0.45,0,0
"Adin Duenas",145,"featherweight",70,0,0,0,0,0,0,0,0
"Todd Duffee",260,"heavyweight",78,5.93,2.87,0.37,0.56,0.72,0.25,0.9,0
"Joe Duffy",155,"lightweight",73,2.68,3.78,0.34,0.54,0.96,0.66,0.64,0.7
"Alexis Dufresne",135,"bantamweight",69,1.33,3.33,0.27,0.6,1.5,0.5,0.5,0
"Jessamyn Duke",135,"bantamweight",73,4.83,4.43,0.53,0.57,1.27,0.36,0.5,1.9
"Kelly Dullanty",155,"lightweight",72,0,0.67,0,0.75,0,0,0.66,0
"Norma Dumont",135,"bantamweight",67,5.35,2.65,0.55,0.72,2.43,0.42,1,0
"Evan Dunham",155,"lightweight",70,5.33,3.54,0.39,0.61,1.82,0.33,0.79,1
"Alex Dunworth",155,"lightweight",72,1.94,8.71,0.31,0.35,0,0,0.5,0
"Tom Duquesnoy",135,"bantamweight",68,3.83,5.3,0.45,0.62,0.42,0.25,0.46,0
"Reuben Duran",135,"bantamweight",71,3.19,2.61,0.49,0.5,0.98,0.23,0.25,0.7
"Cody Durden",125,"flyweight",67,3.11,3.93,0.48,0.41,3.28,0.26,0.5,0.8
"Luiz Dutra",170,"welterweight",73,3.92,4.8,0.5,0.41,0,0,1,0
"Rilley Dutro",125,"flyweight",67,4.74,5.95,0.54,0.33,0,0,0.83,0
"Bill Duvall",185,"middleweight",75,0,2.4,0,0.4,0,0,0,0
"Merab Dvalishvili",135,"bantamweight",68,3.91,2.08,0.39,0.61,7.71,0.43,0.8,0.3
"David Dvorak",125,"flyweight",68,4.5,3.17,0.48,0.63,0,0,0.75,0
"Matt Dwyer",170,"welterweight",76,2.57,3.24,0.34,0.54,0.44,0.1,0.6,0
"Rolando Dy",145,"featherweight",69,3.04,4.47,0.37,0.52,0.3,0.2,0.68,0
"Ben Earwood",170,"welterweight",73,0.5,0.2,0.55,0.33,3,1,0,0
"Cody East",245,"heavyweight",77,4.15,7.32,0.43,0.4,3.97,1,0.16,0
"Marvin Eastman",185,"middleweight",73,2.21,3.92,0.35,0.42,1.38,0.33,0.81,0
"Mike Easton",135,"bantamweight",70,3.51,4.28,0.37,0.61,0.75,0.22,0.66,0
"Maurice Eazel",135,"bantamweight",69,0,0,0,0,0,0,0,0
"Vincent Eazelle",155,"lightweight",72,0,0,0,0,0,0,0,0
"Ross Ebanez",154,"lightweight",72,0.74,0.74,0.5,0.62,3.7,1,0,0
"Brian Ebersole",170,"welterweight",73,2.32,2.14,0.49,0.56,1.7,0.23,0.61,0.1
"Mark Eddiva",145,"featherweight",68,3.37,2.98,0.45,0.54,1.45,0.22,0.63,0
"Frankie Edgar",135,"bantamweight",68,3.7,2.71,0.39,0.66,2.28,0.31,0.65,0.3
"Abdul-Kerim Edilov",205,"lightheavyweight",76,10.22,0.13,0.61,0.92,3.98,1,0,2
"Johnny Eduardo",135,"bantamweight",71,2.89,3.34,0.38,0.63,0,0,0.62,0.5
"Yves Edwards",155,"lightweight",73,2.91,2.34,0.42,0.66,0.76,0.53,0.69,0.7
"Justin Edwards",155,"lightweight",70,2.68,3.32,0.42,0.51,2.14,0.26,0.27,1
"Leon Edwards",170,"welterweight",74,2.53,2.05,0.47,0.55,1.39,0.31,0.7,0.4
"Te Edwards",155,"lightweight",72,1.5,4.15,0.41,0.44,0.72,1,0.44,0
"Adli Edwards",145,"featherweight",70,0,0,0,0,0,0,0,0
"Joselyne Edwards",135,"bantamweight",70,4.2,3.83,0.53,0.46,0.5,0.16,0.37,0.5
"Tom Egan",170,"welterweight",73,0,3.91,0,0.5,0,0,0.28,0
"Stephanie Egger",135,"bantamweight",68,0.67,1.33,0.31,0.52,1,0.16,0.4,0
"Justin Eilers",235,"heavyweight",77,2.86,5.66,0.43,0.49,0.82,0.25,0.5,0
"Jon Olav Einemo",253,"heavyweight",77,2.15,3.05,0.52,0.52,1.73,0.55,0.43,0
"Per Eklund",155,"lightweight",72,2.07,2.38,0.61,0.67,2.07,0.11,0.5,3.6
"John Paul Elias",205,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Saul Elizondo",135,"bantamweight",69,2.07,4.93,0.3,0.48,2,1,0.66,1
"Darren Elkins",145,"featherweight",71,3.5,3.08,0.38,0.52,2.7,0.33,0.58,1.2
"Jake Ellenberger",170,"welterweight",71,2.47,2.83,0.39,0.6,2.04,0.47,0.86,0.4
"Joe Ellenberger",155,"lightweight",72,1.62,3.45,0.47,0.48,3.17,0.4,0,1.1
"Tim Elliott",125,"flyweight",66,3.35,2.49,0.45,0.59,4.01,0.49,0.58,1.1
"Eddy Ellis",170,"welterweight",73,3.4,1.53,0.69,0.68,4,0.66,0.5,2
"Lisa Ellis",115,"strawweight",64,1.68,2.32,0.48,0.57,4.19,0.63,0.5,0.6
"Anna Elmose",115,"strawweight",64,3.68,4.64,0.49,0.56,0,0,0.33,0
"Cameron Else",135,"bantamweight",71,1.92,5.58,0.36,0.58,0,0,0,0
"Aaron Ely",135,"bantamweight",69,0.82,0.66,0.15,0.69,2.47,1,0.5,4.9
"Sovannahry Em",135,"bantamweight",69,0,0,0,0,0,0,0,0
"Ramazan Emeev",170,"welterweight",76,2.5,1.98,0.45,0.66,2.33,0.29,0.66,0.5
"Aleksander Emelianenko",255,"heavyweight",77,2.75,1.7,0.41,0.65,2.32,0.72,0.66,0.9
"Fedor Emelianenko",230,"heavyweight",74,3.18,1,0.51,0.63,2,0.63,0.82,1.9
"Rob Emerson",155,"lightweight",70,2.5,2.83,0.3,0.64,2.02,0.52,0.65,0.4
"Jamall Emmers",145,"featherweight",74,5.75,4.65,0.52,0.54,2.9,0.53,1,0
"Josh Emmett",145,"featherweight",70,4.32,4.02,0.39,0.63,1.43,0.47,0.5,0.1
"Marius Enache",155,"lightweight",72,1.71,0.66,0.34,0.84,3.94,1,0,3.9
"Kevin Engel",170,"welterweight",73,0,0,0,0,0,0,0,0
"Oliver Enkamp",170,"welterweight",77,2.38,3.55,0.36,0.37,0.87,0.16,0,0
"Alex Enlund",145,"featherweight",70,0,0,0,0,0,0,0,0
"Kenny Ento",192,"lightheavyweight",76,8.41,0,0.79,1,5.49,1,0,11
"Ian Entwistle",135,"bantamweight",69,0.11,7.36,0.07,0.31,0,0,0,12.1
"Andy Enz",185,"middleweight",78,3.51,5.32,0.23,0.57,0,0,0.58,0
"Won Jin Eoh",160,"welterweight",73,3.74,3.58,0.44,0.46,0,0,0.5,0
"Josh Epps",130,"bantamweight",69,0,0,0,0,0,0,0,0
"Tom Erikson",280,"heavyweight",77,0.94,1.87,0.47,0.25,4.68,0.6,1,6.2
"Konstantin Erokhin",230,"heavyweight",77,1.07,1.83,0.36,0.47,0,0,0.7,0
"Julian Erosa",145,"featherweight",74,5.07,5.72,0.47,0.5,1.32,0.54,0.58,0.9
"Nick Ertl",155,"lightweight",72,1.34,1.59,0.69,0.41,1.88,0.5,0,0
"Chel Erwin-Davis",170,"welterweight",73,4.06,1.13,0.54,0.61,4.25,1,0.5,1.4
"Bobby Escalante",130,"bantamweight",69,0,0,0,0,0,0,0,0
"Eric Esch",350,"heavyweight",77,3.07,1.74,0.71,0.43,0,0,0,2
"Pro Escobedo",205,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Cole Escovedo",135,"bantamweight",72,1.77,4.32,0.43,0.49,0.43,0.33,0.13,0
"Efrain Escudero",155,"lightweight",71,2.92,2.3,0.44,0.63,1.31,0.4,0.66,0.8
"Evan Esguerra",145,"featherweight",70,0,0,0,0,0,0,0,0
"Carla Esparza",115,"strawweight",63,2.29,2.85,0.42,0.53,3.44,0.35,0.48,0.3
"Juan Espino",250,"heavyweight",80,4.32,0.54,0.8,0.42,14.19,0.77,0,6.1
"Jordan Espinosa",125,"flyweight",69,4.22,2.94,0.52,0.57,0.75,0.28,0.7,0.2
"Jodie Esquibel",115,"strawweight",64,4.1,7.37,0.31,0.52,0.75,0.21,0.83,0
"Terry Etim",155,"lightweight",73,2.16,2.53,0.35,0.67,0.43,0.3,0.39,1.4
"Fred Ettish",180,"middleweight",75,0,0,0,0,0,0,0,0
"Scott Ettling",135,"bantamweight",69,0,0.54,0,0.83,8.04,1,0,0
